.id,date,text,start,end,speakernum,publisher,pub
06afdb82cb0da4142b90228fa141d498e2dd1cb0e1aec36ebc49c3b3,2023-11-03T00:00:00Z,"NPO Radio 1, Wilma Borgman en Winfried Waaijens",1.92096875,4.55346875,SPEAKER_10,nieuwsenco,nieuwsenco2023-11-03
c515908517b9b728f77ac2b606906063a851ece486486655ac258ffc,2023-11-03T00:00:00Z,"Vanuit Den Haag een zeer hartelijk welkom en goedemiddag en welkom bij NOS Nederland kiest het radiodebat.

 Aan tafel straks hier direct al de lijsttrekkers van VVD, GroenLinks-PvdA en de PVV.

 Maar nu eerst het NOS Journaal met Ismaël de Bruin.",4.73909375,22.01909375,SPEAKER_29,nieuwsenco,nieuwsenco2023-11-03
79aadcf1a876b9931ca754a2db05a8fc078eb3a43cbd2ca2795cd688,2023-11-03T00:00:00Z,"Organisaties, hulporganisaties zijn teleurgesteld over het gesprek dat ze vandaag hadden met leden van het demissionaire kabinet.

 Ze willen dat Nederland oproept tot een officieel staak-tut-vuren in Gaza, zodat hulpverlening op gang kan komen.

 Maar het kabinet wil niet verder gaan dan een oproep tot een pauze van de gevechten.

 Oksan Novit vindt dat er gewoon duidelijkheid moet komen.",23.504093750000003,43.45034375,SPEAKER_33,nieuwsenco,nieuwsenco2023-11-03
f76551581725701b68cd597fefe29387d91c693d698348b3e0cc338b,2023-11-03T00:00:00Z,"Ik vind dat woordenspel, noem ik het toch maar, of het een pauze of pauzus of wat er nou is, vind ik heel ingewikkeld.

 Als de VN zegt dat er een staak-tut-vuren moet komen, als hulporganisaties zeggen...

 alleen als er echt een flinke periode is dat er niet gebombardeerd wordt, kunnen wij aan de slag...

 zet je je daar als regering dan gewoon achter en probeer niet het weer klein te maken, een pauze of kleine pauzus.

 Nee, het moet gewoon stoppen.",43.77096875,68.71221875,SPEAKER_27,nieuwsenco,nieuwsenco2023-11-03
7e83839475d13768a084d459b236ce24147bbb4a83dda5602228d7aa,2023-11-03T00:00:00Z,"Minister Schreinemacher voor Ontwikkelingssamenwerking denkt dat een pauze een grotere kans van slagen heeft.

 De aanval van Hamas op 7 oktober op Israël was 100% Palestijns, dat zegt de leider van de Libanese militante beweging Hezbollah...

 Hassan Nasrallah in zijn eerste toespraak sinds het uitbreken van de oorlog.

 Nasrallah preesde aanval waarbij ruim 1400 mensen om het leven kwamen.

 Hezbollah steunt Hamas en de vrees bestaat dat de beweging vanuit Libanon Israël zal aanvallen...

 waardoor de oorlog verder zal escaleren.

 In Beirut hadden duizenden aanhangers zich verzameld om naar de televisietoespraak te kijken.

 Daarbij werd enthousiast met geweren in de lucht geschoten.

 Het is technisch niet mogelijk om de studierenten voor studenten die onder het leenstelsel vielen volgend jaar niet te verhogen...

 en te bevriezen op het veel lagere niveau van 2023, dat schrijft minister Dijkgraaf van Onderwijs aan de Tweede Kamer.

 Die had hem dat in een motie gevraagd.

 Aanpassing voor deze specifieke groep vraagt volgens Dijkgraaf om grote veranderingen van de systemen van uitvoeringsinstantie DUO.

 Dat kan op zijn vroegst in 2026.

 Daarnaast zou er een wetwijziging nodig zijn en ook dat zou op korte termijn onhoudbaar zijn.

 Online-gokbedrijf Unibet en een ander online casino moeten van de rechter grote geldsommen terugbetalen aan twee gokkers.

 Tot oktober 2021 was online-gokken in Nederland illegaal.

 Mensen die voor die tijd grote geldbedragen hebben vergokt, vinden dat ze dat geld onrechtmatig hebben verloren.

 Voor speciale gemotoriseerde voertuigen wordt een kenteken verplicht.

 Het gaat dan bijvoorbeeld om de BSO-bus, de elektrische step en de segway.

 De mentionair minister Harbers zegt dat er steeds meer nieuwe voertuigen zijn, dat maar een deel daarvan goed gekeurd is voor gebruik op de weg.

 Ondanks extra toezicht zijn er nog altijd veel incidenten met veilige landers in de trein van Zwolle naar Emmen.

 Er waren dit jaar op het traject al net zoveel incidenten als heel vorig jaar.

 Het gaat bijvoorbeeld om fysiek geweld, bedreigingen en zwartrijden.

 Tata Steel IJmuiden wordt minder duurzaam dan eerder werd gepresenteerd, omdat de oorspronkelijke plannen te duur werden.

 Er zal nu minder staal worden gemaakt, minder nieuw staal, met behulp van waterstof.

 Daarnaast wil het bedrijf meer oud ijzer gaan recyclen.

 De prijs is niet de enige reden voor de aanpassingen, dat zegt de directeur van Tata IJmuiden.",69.21846875,212.53784375,SPEAKER_33,nieuwsenco,nieuwsenco2023-11-03
15afcab49b0be8338e81bdfee4da32d5ce1beb46935da92a19e7fa3a,2023-11-03T00:00:00Z,"De laatste aanpassingen die we gepleegd hebben, die zijn ook gedreven door de risico's van de eerdere plannen die we hadden.

 Maar toch ook wel heel duidelijk de wens om meer circulair te kunnen gaan werken, meer schroot te kunnen inzetten.

 Van 15 naar 30 procent, een verdubbeling.

 En we hebben nu ook veel meer invulling gegeven aan de maatregelen die ervoor moeten zorgen dat we schoner gaan werken.",212.92596875,236.80409375,SPEAKER_48,nieuwsenco,nieuwsenco2023-11-03
383079834904bcf98a09babed21cd7922a81ba05ba04e9ad39b04746,2023-11-03T00:00:00Z,"Technici bij het bedrijf vrezen voor een lagere kwaliteit van het staal dat Tata nu produceert voor onder meer de auto-industrie.

 De ondernemingsraad en de vakbonden zijn ook niet enthousiast over de recycleplannen.

 De missionair minister Adriaanssens heeft twee adviseurs gevraagd om naar alternatieven te kijken voor groen staal.

 In Marokko zijn dicht bij de hoofdstad Rabat grote archeologische vondsten gedaan.

 Er zijn onder meer termalen baden en arbeiderswijken opgegraven.

 Ze zijn vandaag gepresenteerd door het Nationale Instituut voor Archeologische Wetenschappen en Erfgoed van Marokko.

 Archeologen denken dat de vondsten onderdeel waren van een ooit bruisende havenstad.

 Ook zijn er stenen gevonden met teksten daarop in het Neopunisch, die taal dateert van voor de aankomst van de Romeinen in het land.

 Marokko hoopt dat de opgravingen zullen zorgen voor veel toeristen en wetenschappers in het gebied.

 Het weer. Vannacht daalt de temperatuur naar 7 tot 9 graden.

 Morgen begint de dag droog en schijnt geregeld de zon. Het wordt dan maximaal 12 graden.

 Later die dag opnieuw buien en aan zee een harde wind.

 Zondag verandert er weinig aan het weer.",237.46221875,300.70971875000004,SPEAKER_33,nieuwsenco,nieuwsenco2023-11-03
edc59e4f5625f23c0f2059b2ad8eff2a2aeb4ba09e145e8dc7d17a2d,2023-11-03T00:00:00Z,"Dit is de ANWB verkeersinformatie. Er staat zo'n 450 kilometer file.

 De meeste vertraging is er in de regio Rotterdam en op de wegen van Utrecht naar Noord-Brabant.

 Maar wat ook opvalt is vertraging in het noorden van het land op de A31 van Leeuwarden naar Harlingen.

 De weg is dicht tussen Dronrijp en Franeker.

 Er wordt een vrachtwagen geborgen die is gisteren in de sloot beland.

 Het verkeer wordt daar omgeleid.

 De A50 van Apeldoorn naar Arnhem is weer vrij na een ongeluk.

 Er staat nog wel file tussen Knopenbeekbergen en de afrit Hoenderloo.

 Twintig minuten is de vertraging.

 Het is ook heel druk bij Goes en dat komt door werkzaamheden.

 Onder meer de vlakentunnel in de A58 is dicht.

 Omrijden kan via de N289.

 Dat kost je wel ruim een uur extra intussen van Goes naar Putten.

 Er staat file tussen Goes en Ierseke.",301.89096875,349.51221875000005,SPEAKER_43,nieuwsenco,nieuwsenco2023-11-03
69c56e3fd0eb72f767c3b2459b10d93b4f86fd452a1a75f52aef056f,2023-11-03T00:00:00Z,"Hai, Frank hier. Zonweringsspecialist van Ambiance.

 Wil je deze winter stookkosten besparen en comfortabel en warm wonen?

 Dat kan met de juiste combinatie van zonwering en raamdecoratie.

 Profiteer nu van korting op diverse producten.

 Meer weten? Ga naar ambiance.nl.

 Het grote genieten begint bij Ambiance.

 Dat is toch wel echt fantastisch.

 Dat je als ondernemer zeker weet dat je op elke plek in het hele kantoor een topverbinding hebt.",354.52409375,381.65909375,SPEAKER_36,nieuwsenco,nieuwsenco2023-11-03
3301c64672f21b009bfc5f370c8554a4ff6e8c1a12ccbc4455a3b491,2023-11-03T00:00:00Z,"Omdat je als ondernemer altijd vol door wilt, krijg je standaard smart wifi bij Zakelijk Internet Extra van Ziggo.

 Ziggo Zakelijk. Maak vandaag fantastisch.",382.30034375,392.88096875,SPEAKER_07,nieuwsenco,nieuwsenco2023-11-03
