.id,publisher,won
e9d73d108a83a7ba3731fef0b9e24eed5a139bfbf33c30a88990ae5d,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
18f193beb9c0585f636c4af926ce53db060a14df807ad8ed2e50ce57,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
ae49b813cb4fdf2b440cf63605dad70e515223d68a895b678fa7765f,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
58304830d89d3ef04799926a7fed04be50868c5a32ec8bb907d68f36,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
2182666e03feccc6f39cc1603c110382283fe14adc353b82ee34bd2c,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
2dc63de2140bbd603d2ac8604d6f81c7754ba67963de01f8a1e13a2c,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
359e0f8a96b3c5c3fe2d17a97dbd47f5ce5f4cdf0f1830d351b884e8,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
fa5614aeb94672542efc88dfeafe504514465f3f88532624d137137d,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
8a6a808507a86de368bbec75d249377b695b614baafe49c1c263d634,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
78dc8a9c88cbcc333815660ee3bc763658f1cb8907c40f85d051a78b,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
038dfd383870be88e61e2986b6f0a86cbcefc69f4dba0b954c15bb9b,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
969119e4e85fe2e85246255492ff588b846f8fc30fa099079ab7c88b,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
a1c8b71967d76d7f3b8fddd666df66533a9a1b31d9d9d7aeaeef5660,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
7d045ca1452295824ae804273d04b67ae7cc35d173c8d8c149bc979a,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
031e9903e77bd8bac2c9d89c5e7ca9de6d35fba1d4d9f24b92e7b414,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
892d85d683d1cb45f3ee0ac45963441f0f82a2f75acceecfd072f98e,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
a5c514036b65af07c22e77cf011f3489d5cca7080d6d5edaf4d22abc,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
bea6eda3c3a0cb100351b72b3c83ff277a35c013f98a6dae1f31db34,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
7611ab4fdad8e7a66a6c9d61acb6045e63ad2b6ce5d39b8eb8584ed1,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
c250a810be32ce3cb4ab4859061fc5926410d195048eda500d620660,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
fff935a4a519444db8562b18ccc5ad6baa8be8661d9a277e286a7454,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
9aafae128ccc0d54d5e1f380ba1c33cb176dec15be918f1a979bca22,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
ee499cd9a3ca28140183941cb69ad95621f32cfc3df8e3ce56dfce48,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
cfd7625adf442134c05a901ce67f5fe1ac88564b2d66f94dc27fc40d,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
be4bbe119ddfe4187ae990113ac0a9d31881f3b7359305a7af6d15a9,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
407f453ad048c9ccddf88e5c69d8e6ac775d9fe01201599ffb5b124c,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
3c6533247f7b13b3061ccc9d5acb7cdffcc8a3ac5cd4b8bca53f08d7,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
febb6c96a748afd364f99d5dee106401151a361b76929d30112ead9e,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
212e29a9b2163aa8bdad8cb98bf9d0688d6acd4915706f4eda815be8,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
f111f6185bf350b66c2935a0953643677837d8c56941e4e94c01c949,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
f652f29ac56b33575eceaf6083a2110564abc9a46dca769ddb996ae4,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
de342eeff2520b7880ebca64a67241628ddb930a07069468d4241026,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
4e5855b8f3499f3b61b49a6bfcf11c0d24ae17b807d4063af9fd734e,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
1004183d671e3bf98aa31aa8bab4b01ce4db27995ae066a7f5022840,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
fd9807d95defdc231213ce8d95973044804241a3c4f16f6c38dd135d,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
088eb7fce9806e5fc4349bd8d799640e80ea4b98fc959d43a4f81ffe,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
c6fd58f8b7ebab81aa3f8062b54d47403b6e7bf628d98e4481a4dcd0,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
34d2eb2a3e91435d32ff186f0676b4ff9bfd87ce0f50557ee19d76ce,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
5eaaabcd780612e51d52faaedd203a82154b27ee2e81cf1eab28ba83,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
3c29bfb4e08598eb7db07fd989dac5897d52084d893d2c41f73adcd5,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
2bf46cf2774e8ec9e67aa667e92304acc7c12fe4ba022765cd38a073,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
6632731cf2f4dc25a4d54a537a4361187c004b86adee0578a49848cd,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
c845a7bd10da431e0810038a91d28b2426662bff9845d84ad7fc0594,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
c70264790d5ee31ed1d0dcff40579b346f8f26b47a107853ad9c03bb,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
db34a223fa2af2a544c1df5e7602b9469835e96a0388ffecd871655a,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
17c6f5eb0643c1db1ef45da371fb5a89a301ee4a3fc985c749e43e34,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
1127537a1c91228fe997acf3e94da58f4625e103e231a40fd678cceb,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
3814d19d0f07771632e68a47ba1ab171c04f02c0bf4e6023e51a97cd,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
ca5ed80066e7f13efbb8927562f15946ea173653ab070a03787be1af,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
c9b5e69f657b54025ffd82efea961e164d99f509e4c49fde717dc79f,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
6dabf8e43c79134c51d59fb03815e8ec1568154264781cfa82e3155e,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
24b674a400e07c341119ae516e61fd96daca3bc569942405aca238bc,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
9febb47c2536f7d5b03eb5600923a284aa52c29ede96c06e4f700796,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
4851ed4d1935e8f5a5072ac632686ee0c28a5d4df914cfb041d45777,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
ce9fe1f0f7086bf2363ef4e74206772ee975fc724974cf51b979a4bc,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
55663364bcab24ed13a311e9ee0d3deb87029397d35a3ef0c628546a,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
c5c3cd4546ddab59a7681ae3f1e781a749321868c9bdb3fa9d85721d,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
257a7e5a73ea961c5055e42503c41bd050e5a114de9542c07594866e,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
bc5a3f0534196a196b506ad4e496a8e2ed8b067a6821cf2e8dae46a8,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
2f03ab8853b57fcdae06258eedb0023a2ee1e60c3859d99c0328bf95,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
9e6885c9b020da6049eed97beae78dfef3e9e2b2402f52d6eee6145f,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
623b1d444acc8b1014390aabfa370d06b1bc13fce32cf09c066bc543,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
1c92c1682c3a2212b983562cf7a94c98df436fe96b8e8eb2f4efe013,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02439046
055b0fa9e112cb60004db586450571e77faaae239d71a17fc1f1dd09,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
96cafc59c0657a81c3b9c575852b07c7b0325b2d7becca67ffff5e93,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
8f269ce63acc80c1f66dd02e4378ea2a3965bd1e0a45380c2079ce2f,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
6b697fc365c5f33021ca5dd6ed37987bcfb58c7ea73745e637d90814,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
38f58c99cab9d194b442639c2ebf3740bd1717435d673d1c20d624d7,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
4100b4f8fff9508045695b4e128f86ab3f10522bf5ccc1d5ea9fe5a9,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
e401b6a8a020dcc04e955f8dd9a03145a6a754c47f3053c0135d1dc3,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
8f0ae0350d3e81cbcbd5635c4feffa5edccefa0afdcf279168506245,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
e1f07ab398a2f469112b7e6618576a883b753d723a2b631aa1b78cd8,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
885f9958c750abe7daa085c13254195fc600865c6548da9948cba8bc,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
658fe372804e7d837d4797b54ad6326a047583e08a634046a637026d,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
993935e5f4aa680ed525e58b1db0496ae89d46f2aaf326677a59d5f9,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
19ae62cbc635a6f43b4b426a167ddaee13bfe3fa8931f3f0a6b29b4a,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
08fa758591549e9731909aa115da5c05da474a3cf7dede5f372ac707,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
a9ee8ecfaa53accf685f2f86ebfab776826e7258e9acb972c1b13905,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
d38dc1bb1b18642ac28b9409e4ec5542543ef486f9dc048cbbb34e93,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
a20ebdf2518ade0048c924ca290922ae76921e3ecf28c9e03819e708,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
bd81c0bee178436b51ceddbff990add57c784d685c01fcb8ae8cf8c0,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
03c000fe8a6791e1d985909217ef271843d72189c14a197666932357,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
9fc1a9e0d4bc1025199d570470aa2f0869dea1adca44feb88e661c85,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
0cbe660f5e2647bb914708c863a162122d22b84993d25a848c4c8d7f,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
e9e491273c6b439ee191128197cac1777689c6243221c8975e12d316,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
22157c08de70968e1020b7d9d48f81e9755aeba17a44a8855b2f77cd,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
c15386611dd1830090a4f3c988bc30f956d16fcc31d2d19b9f94bb9f,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
262c16611b47ef9301a3b686a9ae3492a45383fd3ead4791a3620669,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
534151719223bb2724a22a33ba23452e8b12b598e3631b5f24be7cff,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
09f14c78497566ac65c7a8d75eb0612ac03dc5384020f3296695d565,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
9d5212e8fb51660c653ac8d2bdff621f28e575fad8b070effefd2c62,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
7792e12946e1d6151abaa770afab0b073c735a51792aea8811a72aab,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
112fab476c06b06134b7ae2417476e8ed43adce0ee725c8f31f66ae5,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
19adbad3c07c4a2b8a173975819279ee8ce5f6f5250be9b6dbaf61cf,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
